Names,VolumeKB,VolumeMB,VolumeGB
AdamantCreeper,0.013448193669319153,14101.453125,13.770950317382812
Alovera,0.01566941011697054,16430.5673828125,16.045475959777832
Betel,0.01390506699681282,14580.51953125,14.238788604736328
Black-HoneyShrub,0.01601722091436386,16795.2734375,16.401634216308594
Calotropisgigantea,0.016659009270370007,17468.2373046875,17.058825492858887
Caster,0.014513409696519375,15218.4130859375,14.86173152923584
Cinnamon,0.012624312192201614,13237.55078125,12.927295684814453
ginger,0.01327110081911087,13915.7578125,13.589607238769531
Henna,0.011945313774049282,12525.5693359375,12.232001304626465
Hibiscus,0.013635276816785336,14297.6240234375,13.962523460388184
HolyBasil,0.013024313375353813,13656.982421875,13.336896896362305
indian Mallow,0.01139532309025526,11948.8623046875,11.668810844421387
Indianacalypha,0.011116357520222664,11656.345703125,11.383150100708008
ivy gourd,0.012344075366854668,12943.701171875,12.64033317565918
Landrina,0.01285567320883274,13480.150390625,13.164209365844727
Lemongrass,0.016017829068005085,16795.9111328125,16.402256965637207
lime,0.012066187337040901,12652.314453125,12.355775833129883
longPepper,0.01507190428674221,15804.037109375,15.433629989624023
MiracleLeaf,0.01348428800702095,14139.30078125,13.807910919189453
MountainKnotgrass,0.01731340866535902,18154.4248046875,17.728930473327637
Neem,0.013871016912162304,14544.8154296875,14.2039213180542
Oregano,0.012829974293708801,13453.203125,13.137893676757812
Pedaliummurex,0.012759055010974407,13378.8388671875,13.065272331237793
RedPeaEggplant,0.015436210669577122,16186.0400390625,15.806679725646973
RingwormPlant,0.012759794481098652,13379.6142578125,13.06602954864502
Seedsunderleaves,0.014535129070281982,15241.1875,14.88397216796875
SleepyPlant,0.015842251479625702,16611.8046875,16.22246551513672
tallperennialgrass,0.01707644760608673,17905.953125,17.486282348632812
ThornApple,0.01570340432226658,16466.212890625,16.080286026000977
turmeric,0.01482127420604229,15541.232421875,15.176984786987305
Vitexnegundo,0.012888015247881413,13514.0634765625,13.197327613830566
WildTurmaric,0.017588376067578793,18442.7490234375,18.010497093200684
