Names,VolumeKB,VolumeMB,VolumeGB
AdamantCreeper,0.009355097077786922,9809.5302734375,9.579619407653809
Alovera,0.010872491635382175,11400.6337890625,11.133431434631348
Betel,0.009724379517138004,10196.7509765625,9.957764625549316
Black-HoneyShrub,0.011161243543028831,11703.412109375,11.429113388061523
Calotropisgigantea,0.011701635085046291,12270.0537109375,11.982474327087402
Caster,0.010109465569257736,10600.54296875,10.352092742919922
Cinnamon,0.00878207478672266,9208.6728515625,8.992844581604004
ginger,0.009241255931556225,9690.1591796875,9.463046073913574
Henna,0.008275114931166172,8677.0869140625,8.47371768951416
Hibiscus,0.009533408097922802,9996.5029296875,9.76220989227295
HolyBasil,0.009056112729012966,9496.0224609375,9.273459434509277
indian Mallow,0.007932870648801327,8318.2177734375,8.123259544372559
Indianacalypha,0.0077066244557499886,8080.9814453125,7.891583442687988
ivy gourd,0.008668278343975544,9089.3486328125,8.876317024230957
Landrina,0.00904179085046053,9481.0048828125,9.258793830871582
Lemongrass,0.011177954263985157,11720.9345703125,11.4462251663208
lime,0.008438175544142723,8848.068359375,8.640691757202148
longPepper,0.01049222331494093,11001.8935546875,10.744036674499512
MiracleLeaf,0.009426331147551537,9884.224609375,9.652563095092773
MountainKnotgrass,0.012124520726501942,12713.4814453125,12.415509223937988
Neem,0.009635867550969124,10103.939453125,9.867128372192383
Oregano,0.009014169685542583,9452.0419921875,9.230509757995605
Pedaliummurex,0.00897302757948637,9408.9013671875,9.188380241394043
RedPeaEggplant,0.010892003774642944,11421.09375,11.153411865234375
RingwormPlant,0.008949276059865952,9383.99609375,9.164058685302734
Seedsunderleaves,0.010199172422289848,10694.607421875,10.443952560424805
SleepyPlant,0.01122357975691557,11768.7763671875,11.492945671081543
tallperennialgrass,0.011918467469513416,12497.4189453125,12.204510688781738
ThornApple,0.011005289852619171,11539.8828125,11.269416809082031
turmeric,0.010358709841966629,10861.89453125,10.607318878173828
Vitexnegundo,0.009001350030303001,9438.599609375,9.217382431030273
WildTurmaric,0.012248179875314236,12843.1474609375,12.542136192321777
